created_at,content
2012-02-04T11:57:23,Bushaalte wachten op beau en guus.
2012-02-04T11:57:25,RT @high1story 하이원리조트 2월3일 2nd Opening Event! 지금 하이원트 위터를 팔로우해주시고 RT해주세요. 30분을 추첨하여 하이하우캐릭터인형을 드립니다.(1/30~2/5까지)
2012-02-04T11:57:25,Aaaaaaah met me lieve benji  http://t.co/TLmCOWHD
2012-02-04T11:57:28,ging foto's terugkijken haha
2012-02-04T11:57:30,"@SteffanVermeer Oh, de aanvoerder van het uitgaan heeft weer effe wat op POTEN gezet?"
2012-02-04T11:57:32,"RT @ilovezinnetjes: ""... is online"" ""... is offline"" ""... is online"" ""... is offline"" ""... is online"" ""OMG, BLIJF GEWOON ONLINE!"""
2012-02-04T11:57:32,"Ben zo traag als dikke stront vandaag! Verkouden, bloedneus en spierpijn. Maar nu ga ik echt douchen en de stad in. Ehechtttt"
2012-02-04T11:57:35,Happy birthday Valen! Stay sweet and cheerrs! @valentinehere :)
2012-02-04T11:57:35,@michielrovers is t al uitverkocht dan?
2012-02-04T11:57:35,@PaulaJuan14 grrrrrr..
2012-02-04T11:57:35,zin in macaroons !
2012-02-04T11:57:37,Isaa steld echt veel vragen xd.
2012-02-04T11:57:42,Hard aan school
2012-02-04T11:57:42,@Roelfina97  lekkkkerr maak je ook een eitje voor mij ? :)
2012-02-04T11:57:43,@PetradeBoevere lol wat krijg je als #vip69 ?
2012-02-04T11:57:43,Ik vind dat @ChantayTakisha_ echt een cutie is ♥___♥ follow haar! Hihi x
2012-02-04T11:57:43,RT @hellahueck: Hier in het #Vondelpark #020 Volvo en fiets sleutels gevonden - iemand ze kwijt ? Pls RT http://t.co/e9njIdez
2012-02-04T11:57:46,RT @RebeccaVlaming: iedereen gaat schaatsen hahahaahhahaha » IK NIEEET
2012-02-04T11:57:46,@JasimVC_ Indeed ;o
2012-02-04T11:57:46,Bij liefje @robin_lovee
2012-02-04T11:57:47,@riannemulderx  laatmaar ikga ontbijten jo
2012-02-04T11:57:48,"@_KleineJongen_ ahum? beter... VOLG @StevReuvers GEWOON, HIJ IS DE SWAGGA KING! HIJ SHINED GEWOON ZO VEEL HARDER DAN MN MOEDERS TROUWRING."
2012-02-04T11:57:49,"ik wil the devil inside echt gewoon in de bioscoop zit met groot scherm, inplaats dat ik 'm ga downloaden"
2012-02-04T11:57:52,@DOEiix ik meen het hoor u__u
2012-02-04T11:57:54,Ochtendje Lindenhoff http://t.co/G37MP94n
2012-02-04T11:57:55,@li2an »»ow r u?
2012-02-04T11:57:55,"Wel raaar, naar schoool trek ik geen 2 truien aan, maar naar scouting wel, raaaaar"
2012-02-04T11:57:57,@MirandaDekker Goed gereden zeg!
2012-02-04T11:57:58,@leondutch Heb ik geen last van (op iPhone). Ligt misschien aan de app?
2012-02-04T11:58:00,@yipearl NOOOO! WHT LIDAT):
2012-02-04T11:58:00,En dan nu op naar de Soesterduinen voor wat ouderwetsch sneeuw-glij-slee-plezier! #koekenzopie
2012-02-04T11:58:04,@faaizah1 waaattt!!!!
2012-02-04T11:58:05,Zometeen naar de kapper
2012-02-04T11:58:06,LIMBURG:  Minister: Geluid Awacs fout gemeten http://t.co/HBg8pvww
2012-02-04T11:58:08,"@urstrulyMahesh 

-iam u r bigeest fan"
2012-02-04T11:58:08,@Room_for_Tweets welkom bij http://t.co/gE7imdtg
2012-02-04T11:58:09,"@stevenjvd Briançon, episch. Even de Galibier opfietsen?"
2012-02-04T11:58:12,@HaraldVogd @MarritvanZwol dit was ook hoog uitzonderlijk maarja dat hoort bij de inburgering ;)
2012-02-04T11:58:14,dooooor ): @:
2012-02-04T11:58:15,RT @CJPnl: Er zijn nog voldoende CJP-kaarten voor #Lowlands beschikbaar. Wij balen ook van de site! Heb geduld. #LL12 #korting
2012-02-04T11:58:15,"Ik heb 12,5 uur geslapen en jij? =$"
2012-02-04T11:58:15,@Tweetersfinest loolz ode no wonder....
2012-02-04T11:58:18,@xDERYA_ ik ook niet hahahah heb daar echt geen zin in x
2012-02-04T11:58:18,"Ben al terug van stal, heb lekker maccie gegeten, nu een HELE WARME douche nemen"
2012-02-04T11:58:25,@Quirine175 @superrhage nee we moesten toch kwart over 7 daarzo zijn..
2012-02-04T11:58:27,Geld en pinpas weg na babbeltruc: PUTTEN – Op vrijdagmiddag 3 februari is een ouder echtpaar aan de Drosteweg in... http://t.co/5YQo2Og6
2012-02-04T11:58:28,"Verveling, nog steeds !"
2012-02-04T11:58:31,Cafe Satudarah gesloten: De Amsterdamse gemeente heeft café Zuid in de Rijnstraat gesloten. In dit etabl... http://t.co/Y0zXVJGL #nieuws
2012-02-04T11:58:32,"RT @AgateYubelia: Hihiiwww u,u RT @ullyabigail: @AgateYubelia :')"
2012-02-04T11:58:33,"Diep water! RT @Joshuijzer Even voor de duidelijkheid, het ijs van het #natuurpark is niet!! betrouwbaar http://t.co/vX9p8YST"
2012-02-04T11:58:33,beter is die sneeuw weg.
2012-02-04T11:58:35,Na 2 wedstrijden op plaats 1! Gelukkig niet teveel gedronken gisteren @Sizzles_  (nr. 4 op de lijst) http://t.co/VABHR2mB
2012-02-04T11:58:36,"RT @tiffanyxmelissa: ik wil je zien, besef dat . - *beseft*"
2012-02-04T11:58:36,Ga zo even met papa naar zn showroom in andelst
2012-02-04T11:58:38,Nu douche x
2012-02-04T11:58:39,"#kleermaken nog steeds vakwerk, verschil wij meten digitaal. De rest is handwerk ~ Olliefield.nl  #maatpak #specialist http://t.co/y6KJty1J"
2012-02-04T11:58:39,mensenn die dom doen mogen stikkken =):*.
2012-02-04T11:58:39,釘宮さん！RT@zigZag0onO263: #フォロワーさんが私のCVを考えてくれる ゆうきちゃんに便乗←
2012-02-04T11:58:39,-(ˆ▽ˆ)/ \(ˆ▽ˆ)- RT @anandput: W\ @anandmey @khansamila (@ Gedoeng cokelat chocodot) http://t.co/bWfTisaD
2012-02-04T11:58:43,"@xDeniseeeeeeeex ooow , totdat ze op zijn ?"
2012-02-04T11:58:44,*eet chocolade met gepofte rijst &lt;3*
2012-02-04T11:58:44,@Amygeorgina_ tegen mij zei je OORdruppels =(
2012-02-04T11:58:45,@Jurdeburstur k wil wel maar heb wedstrijd zoow-_____-  *geen zin in*
2012-02-04T11:58:47,@MarcAfro bb weer back? En vandaag/vnv chille?
2012-02-04T11:58:47,vanmorgen met oma naar de stad voor kadootje voor djilan en toen ik thuis kwam was ik papa en djilan kwijt
2012-02-04T11:58:49,Zometeen schaatsen :)
2012-02-04T11:58:51,Waar blijft die kk kamil
2012-02-04T11:58:52,@samanthajvx ben dr weer ga je dan nu weg?
2012-02-04T11:58:54,@killian538 hahaha ja dan laten we hun lekker vegen en maken wij er gebruik van ;)
2012-02-04T11:58:56,Pff me kamer had echt een schoonmaak nodig
2012-02-04T11:58:57,@Dathoven daar heeft @WebHaaZ vorige jaar naar gekeken. Helaas iets buiten zijn budget toen.
2012-02-04T11:58:58,@larissahimst ik meen het he het gaat niet over jou!
2012-02-04T11:58:58,@Rizkipekipe gue!kenape?¬˛¬
2012-02-04T11:59:00,P 2 Ongeval (NB:Klein OGS) (gas-/vreemde lucht) MARKIEZENHOF 23 RODEN 038033: 04-02-12 12:20:10 | BRW Assen | OVD Cluster Midden
2012-02-04T11:59:01,RT @hetmeisjesleven: Wat nou als je leven 1 droom is en dat als je dood gaat je wakker wordt in je echte leven? #HML
2012-02-04T11:59:02,RT @CJPnl: Er zijn nog voldoende CJP-kaarten voor #Lowlands beschikbaar. Wij balen ook van de site! Heb geduld. #LL12 #korting
2012-02-04T11:59:04,Canind wayahee metuu ngeneiki (y)
2012-02-04T11:59:05,"RT @IYoungSpanker: RT @iiNFSMx_: @IYoungSpanker je hebt toch met naomi , dan hoe ben je getrouwt ??? / hahah vrienden getrouwd xd - okokok"
2012-02-04T11:59:06,RT @LovesSamanthaaa: Sneeuw is verblindend
2012-02-04T11:59:12,@noezie1234 jaaaa ! Leuk leuk leuk! Doorn of m.bergen heb je schaatse/ gezellieee!:)
2012-02-04T11:59:12,@x_noellee ga je maandag met de scooter naar school? en hoelaat ben je vrij? X
2012-02-04T11:59:13,"k vind die reactie van jeffrey bij mn foto op hyves, écht heel lief."
2012-02-04T11:59:14,"RT @SwagxShit: wist je nog, vroeger, toen in films als er gezoend handen voor je ogen werden gehouden .. #SxS"
2012-02-04T11:59:14,"RT @cheriseblokker: Ik verveel me echt, ik wil wat doen ?"
2012-02-04T11:59:14,Masih pengen bebek tugu pahlawan....
2012-02-04T11:59:15,@M_arkk.  Bij tim zun pa daaro achter man
2012-02-04T11:59:16,Zo huisje ook weer bijna klaar!! ☺
2012-02-04T11:59:17,pfff en natuurlijk moet k weer 2 balken hebben #barage #kringkampioenschappen
2012-02-04T11:59:20,pws werken: 50% liedjes zoeken 25% afvragen wat ik moet doen 25% werken aan pws. :( #hadikmaarmotivatie
2012-02-04T11:59:20,Latest Berlin Friedenau News http://t.co/O401egoO
2012-02-04T11:59:22,"RT @politieaa: Vermist: Raid Chaucha(12)zwarte jas met bontkraag, schoenen met Italiaanse vlag. Tips? Bel 0800-6070 http://t.co/96Kp5PNM"
2012-02-04T11:59:26,Je zal er maar zitten. http://t.co/WBb33zCV
2012-02-04T11:59:28,"Oh, en dan daarna nog maar even aan de slag met economie. Hopen dat het niet al te moeilijk is, wil wel graag m'n onvoldoende wegwerken."
2012-02-04T11:59:29,"zo hehe, die smiechten zaten gewoon bij de buren alles afgezocht -____-"
2012-02-04T11:59:30,nuu hond uilaten spullen pakken enzoo en dan @xmooisee @KusAnnelinde @Xlisaboerdam  hierr(L)
2012-02-04T11:59:32,Me whatsapp gaat weer lekker #not
2012-02-04T11:59:40,@MjStory_ mahary wayed t7lmeen mama -.- .. Metroo :D
2012-02-04T11:59:41,Pait2 kecut rasane dek.getehen i po midak paku.hahaeRT @valentina_febry: Uwenak no mz?? Sikilq yo getehe gro2 pln RT http://t.co/nQNcoN6V
2012-02-04T11:59:41,Just completed a 38.39 km bike ride - Prachtig met de sneeuw in het bos. http://t.co/Ong2ueuX #RunKeeper
2012-02-04T11:59:42,@YDPam_ srrrrrryy:$ eey trouwens zal ik in mei vakantie komen? :)
2012-02-04T11:59:46,@x__Floor 10 voor half 2 ?
2012-02-04T11:59:47,"Fraai wonen voor een aantrekkelijke prijs! Maasstraat 48, Ulft: http://t.co/ZTB9oUeA http://t.co/cMp7ETS4"
2012-02-04T11:59:50,HAHAHAHAHAHAHAHAHA OMG dat doe je toch niet omggggg
2012-02-04T11:59:53,devletin tebası için her şeyin mübah olduğunu düşünen zihniyet niye katliam var diye götünü yırtar bu bi ironimidir onuda analmadım ..
2012-02-04T11:59:53,Modem gereset en alles is weer goed hmmmm..... :O als dat vaker gebeurd toch even een tijd schakelaar halen
2012-02-04T11:59:55,rustig #twexit
2012-02-04T11:59:57,En toen was ik ziek :(
2012-02-04T12:00:01,RT @PREDAKiDD_: Ik luister elke dag wel muziek
2012-02-04T12:00:02,"Grapje, ik sta best redelijk voor bio"
2012-02-04T12:00:03,BIIIIIIIIIIIIIIIIIIIIRMIIIIIIIIIIIIIIIAAAAAAAINGHAAAAAAAAAAAAAAAAAAAAAM!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
2012-02-04T12:00:03,@Paul9119 @StefanHugen jongens veel plezier vanmiddag
2012-02-04T12:00:04,Maandagavond om 19:30 wedstrijd over 25 ronden! Voor leden. Opgeven in de bestuurskamer van de ijsclub. #AYC #alblasserdam
2012-02-04T12:00:05,Heb je de @desterrenparade met @JolandaZoomer zojuist gemist? Om 17.00 uur kan je ook kijken op @sterren.nl
2012-02-04T12:00:05,@xxfrederiquee dankje mop. #OOO1. boven alles & iedereen. x mybestt
2012-02-04T12:00:05,"vanmiddag maar weer eens geld produceren, vanavond gezellig naar lies en hopen ook nog even dorpje #saturday"
2012-02-04T12:00:07,@bloodymarc ik heb geen ma. en nee . zij haat schaatsen dus ik heb ze niet. we gaan vanmiddag al naar frieke dus ja
2012-02-04T12:00:09,Naar @michellekruiter
2012-02-04T12:00:09,papa; eigenlijk moet jij ook even naar buiten. #geenzin!
2012-02-04T12:00:10,Jij bent weg en ik heb verdriet.
2012-02-04T12:00:11,weet nog dat ik en moise naar de bios gingen met de auto en toen gingen we uit het raam hangen en zeiden we met een domme stem; a miracle qq
2012-02-04T12:00:13,"Vaag, ergens bij noord-west Amsterdam staat er dan ook een enorme schoorsteen troep-rook de lucht in te blazen en dat alsof het niets is!"
2012-02-04T12:00:14,RT @SemChong_: @aaasshhx en dat ben jij! / neee.. Dat zijn WIJ.
2012-02-04T12:00:15,Oke we gaan zo naar buiten.
2012-02-04T12:00:16,"@xjerney sowheee, das pas uitslapen!! Lekker toch! :D"
2012-02-04T12:00:19,“@daverobben: Even snel douchen / eten dan fotoshoot met familie #maf :p”fotoshoot met isa ehh. Hihi
2012-02-04T12:00:19,Zou iemand ff het vuilnis buiten willen zetten? #AbnormaleTeen http://t.co/0ytUiuVN
2012-02-04T12:00:22,Bij @ThomAlders
2012-02-04T12:00:22,"ths hardees bisuit  , yum !"
2012-02-04T12:00:23,RT @xkirstennk: me konijntje loopt in de sneeuw.   Aaahww x
2012-02-04T12:00:25,RT @connorsatturley: @weston94 cheers mateee
2012-02-04T12:00:26,uit bed
2012-02-04T12:00:26,"#CiberEvent PL RT &gt;&gt; #CIBER Kennis Carrousel 2012. Is #kennisdeling, #innovatie en #IT wat voor jou? Meld je snel aan: http://t.co/BByg5ZZl"
2012-02-04T12:00:27,ik zie @xxkimberly_  ook weinig  op nschoool:(
2012-02-04T12:00:29,RT @SiwonBiased: 120203 Siwonzone Splash Page Update [1P] http://t.co/PwDlGOyW
2012-02-04T12:00:30,@Evita97 maar wij hebben voor bv drama ec na du & fr allemaal nieuwe docenten -.-
2012-02-04T12:00:31,was echt super gezelig met @xxxcaryonaxxx @Natasja_xxx @kristien_s
2012-02-04T12:00:33,@boheideveld waneer ga jij schaatsen dan?
2012-02-04T12:00:35,@xTIALDAA NIET JE HEBT ME HART GEBROKEN :(
2012-02-04T12:00:36,@liefdeszin @wiestaateronder rt; digene onder deze tweet is ongesteld wie staat eronder? @ikbenisabel
2012-02-04T12:00:36,Oke ... Nu echt aankleden
2012-02-04T12:00:36,@timmmschouten jaa altijd kleintjes de schuld geven
2012-02-04T12:00:40,Ik wil echt een hondje !
2012-02-04T12:00:40,これは日本にも普及させたい！ RT @greentv_japan: インドでのお米のもみ殻を使った発電方法です。発電のシステムは村単位でできるほど小規模なのが特徴。http://t.co/fnFdEFCL #greentv
2012-02-04T12:00:42,@marillakiss licht aan de kou neit aan de sneeuw
2012-02-04T12:00:42,RT @TOWER_Anime: 4月放送開始『Fate/Zero』2ndシーズンのOPはKalafinaが担当! タイトルは『to the beginning』、CDは4/18発売。本日のライブにて初披露! 壮大にして流麗、作品にピッタリの素晴らしい一曲です!!  #f ...
2012-02-04T12:00:43,Paardrijden was echt leuk alleen de paard waar ik opzat draaide door bij de eerste stap die die maakte
2012-02-04T12:00:44,Busje en stadje met @janinestaaij lang geleden
2012-02-04T12:00:44,@AbeDriessen jaa daar heb je gelijk in
2012-02-04T12:00:44,@dennis98765 welke dennis ben jij? aha
2012-02-04T12:00:44,"#lawsuits, Lawsuits, Swamp-Monsters and Burgers - http://t.co/SW8x9273"
2012-02-04T12:00:45,Maandag vrij&Shoppen met @Mira_Baboeram xx
2012-02-04T12:00:46,The happy weekend:D tdii Papi akhirnya meluluhkan hatinya untuk ajarin akyu anterin mobil:* WaAw Istimewa (&gt;̯͡.̮&lt;̯͡)
2012-02-04T12:00:46,Zwaarleven. Jankenjankenjanken.
2012-02-04T12:00:47,ribet banget nih orang-orang ƪ(˘˛˘)ʃ
2012-02-04T12:00:47,@aliarachman 30cbcb4e al hehe
2012-02-04T12:00:48,少年隊「仮面舞踏会」光GENJI「ガラスの十代」を歌ってる女子高生(17)
2012-02-04T12:00:48,Ik ben niet verantwoordelijk wat mijn mannen doen als ze lam zijn @Niels0314 @kevjejansen @nickbruil ghheehe
2012-02-04T12:00:52,OMS A2 1543 VRIJTHOF 100 6211LE MAASTRICHT MAASTRICHT: 04-02-2012 12:48 | Brandweer | Limburg Zuid | TS2 (1004426)
2012-02-04T12:00:52,"#voetballozedag Wat te doen? Klussen ..nee.Schuur opruimen..nee. schaatsen""...weet het niet. Tuin  #zomerklaar maken is een optie."
2012-02-04T12:00:55,A1 19342 VAN VOLLENHOVENSTRAAT ARNEMUIDEN rit 3137: AMBU | Zeeland | 1320042 RAV Zeeland Ra... http://t.co/MbO02WTz #P2000 #P2000Zeeland
2012-02-04T12:00:55,romeamericadenmarkamericanetherlands
2012-02-04T12:00:56,Liever nu niet op visite gaan ivm sneeuw/kou/gladheid? Stuur een mooi boeket! de-ambacht.nl
2012-02-04T12:00:56,"We leven in de 21e eeuw, maar een simpele schakelkast bij het spoor kan niet tegen de kou #prorail #fail"
2012-02-04T12:00:57,@aikomulder Is toch veuls te koud voor de markt?? ;)
2012-02-04T12:00:57,:( geen telefoon gewonnen
2012-02-04T12:00:57,@meikehahnrathsx waarom deed je eigenlijk niet mee met de wedstrijd? Je turnt toch niveau 8 hea? X
2012-02-04T12:00:57,"Wat heeft Yordi het lekker warm met              
           z'n prachtige muts!!!
                      #RT http://t.co/0ANbI6Jd"
2012-02-04T12:00:59,Over een uurtje voetballen in de zaal
2012-02-04T12:01:02,RT @Rapid_Razor_Bob: De reguliere Lowlands kaarten zijn UITVERKOCHT  Er zijn nog wel kaarten voor CJP-pashouders beschikbaar. #LL12
2012-02-04T12:01:03,@TiaHWingy_ ikno u ddnt
2012-02-04T12:01:06,13:00 mist Temp:-5.7&#xB0;C Vocht:98&#x25; Wind:0.0 km/h uit ONO Regen:   0.0 mm Baro:1039.1 hpa Falling slowly -0.5hPa/hr #Middelburg
2012-02-04T12:01:08,@J_a_W94 haha nee maar ze kwamen uit het niets moeilijk doen! Maarja ik zei al van beter zeggen we niet haha!
2012-02-04T12:01:09,Pauze met die lieve @Cynthiaaxx_
2012-02-04T12:01:11,Lowlands na 2 uur uitverkocht en ik ben erbij. Dit voelt zo goed!
2012-02-04T12:01:11,Photoset: nayas-overalls: http://t.co/VBRgrOkg
2012-02-04T12:01:11,"@Baswaters van die echte ijshockeydingen, die stevige"
2012-02-04T12:01:14,RT @LinkDeDownie: Wie start een zoektocht naar bevroren hondendrollen? // @amy_xxxloveyou
2012-02-04T12:01:14,Kou treft markt Koningsplein Tilburg http://t.co/Q8QlNDBC
2012-02-04T12:01:15,Dengerin mario teguh terus wakak ketagihan :')
2012-02-04T12:01:15,Jullie worden gek he als je sneeuw ziet =s
2012-02-04T12:01:16,"@ChrRoland Hahaha, je ziet er gerijpt uit!"
2012-02-04T12:01:19,hi friends h r u
2012-02-04T12:01:21,"ujan brenti dlu dong,,!!"
2012-02-04T12:01:24,naarstadje
2012-02-04T12:01:25,Ik loop naar @Celestee026
2012-02-04T12:01:26,Lekker gedoucht
2012-02-04T12:01:27,Endan heb je een volger minderr xd
2012-02-04T12:01:28,aaafs' @adrielgse ///:
2012-02-04T12:01:32,"""@LinkDeDownie: Wie start een zoektocht naar bevroren hondendrollen?""// @DenzelKramer"
2012-02-04T12:01:34,ergens diep in je hart ben je een goede papa ! ♥
2012-02-04T12:01:38,www RT @kujimeeeeen: おいwそのへんやめいwww RT なんでやねん！ええやん(ﾟωﾟ)さきつんとおしりとあずにも声かけるか？ RT kujimeeeeen: やめろwはずい RT えっ聴くよ♡♡ RT kujimeeeeen: え、きさ来ないでwww
2012-02-04T12:01:39,Voor wie binnen zit: ga naar buiten! Heerlijk weer - http://t.co/8cxVEKtj
2012-02-04T12:01:41,"Wie o wie, een mooie LCD TV voor maar 400 euro mét 3 jaar garantie!! Perfecte staat en altijd dealer onderhouden..."
2012-02-04T12:01:42,"Veel mensen zeggen dat ik veel tweet ,maar moet je eens kijken nasr @xxyouknowmyname die heeft er bijna 70.000 tweets."
2012-02-04T12:01:42,Politie volop in touw ivm deze 'schietpartij'...RT @noordnieuws: Dode bij schietpartij in Groningen http://t.co/0R8yLr8A
2012-02-04T12:01:43,"@lennard13 tweede link dacht ik als je googled op mindmap, het is zo'n 7-dagen trial"
2012-02-04T12:01:44,@davegerrits een nieuwe dag?
2012-02-04T12:01:44,"Oke , douche #tweetbreak."
2012-02-04T12:01:47,@Just_being_crzy 23 u
2012-02-04T12:01:53,eindelijk mn liefe zus @xxxxiris_renate weeer zien !!!
2012-02-04T12:01:53,@demivdwielen hzo ik heb geen bericht op whatsapp
2012-02-04T12:01:54,"Het enige wat ik nog kan is moe zijn en flauwvallen, meer niet."
2012-02-04T12:01:54,@ringmybella_ met mij schaatsen! Xxx
2012-02-04T12:01:55,@astyass halooo halooo aku pengen ke KS (˘̩̩̩~˘̩ƪ)
2012-02-04T12:01:57,Je zou niet eens zien dat dit ijs is.. http://t.co/j2XModDa
2012-02-04T12:01:57,نتيجة بحث Google عن الصور حول http://t.co/ONdnk2Wl http://t.co/4ddl98bV
2012-02-04T12:01:58,Mijn moeder en bobbi lopen gewoon weg voor me :(:(
2012-02-04T12:01:58,Goodevening! :)
2012-02-04T12:01:58,@ludantihutami welaah . mlah tnya genti ?
2012-02-04T12:01:59,"Ikhouvanjoux@AlexiaKuizenga , oeps , hy verzond wel ;$"
2012-02-04T12:02:00,"RT @Debs779: Of jullie hem dus niét willen feliciteren! ""@mediamix_weblog: IK BEN NIET JARIG MENSUH!!!"""
2012-02-04T12:02:00,@tomtenkate o moordvrouw terug kijken. o nee dat hadden we opgenomen.
2012-02-04T12:02:00,@zandbergena nog iets meer zon... Maar voor de rest goed weer! #geenzorgenapresskienkanookmetveelvorst http://t.co/TkcHFoEu
2012-02-04T12:02:01,RT @OhDatHerkenIk: Opeens een hele makkelijke vraag op een toets tegenkomen en je afvragen of het misschien een strikvraag is #OhDatHerkenIk
2012-02-04T12:02:02,is over
2012-02-04T12:02:03,"#tekening (tekenaar: Os, Pieter Gerardus van) Portret van Jan van Os http://t.co/vdbYdpzD
Rijksmuseum: http://t.co/poOszV2e"
2012-02-04T12:02:04,Politie zoekt getuigen van bedreiging bij station Doetinchem http://t.co/tpwUzhOT
2012-02-04T12:02:04,名前：クレッシェンド　クラス：A4　 主兵装：支援　性格：礼儀正しい　固有スキル：近接戦闘　フィオナコメント『ベテランさんです』 #BODABURE http://t.co/yFi3hKvB ｽﾀﾅｰ!ｽﾀﾅｰ!!
2012-02-04T12:02:09,günaydın geyler
2012-02-04T12:02:09,Oude herinneringen op halen met @JornPlasmans #opendagkempenhorst
2012-02-04T12:02:10,@shongling zomok你?要离家出走?xDD
2012-02-04T12:02:11,en dan zie je weer die fotos en breek je helemaal..
2012-02-04T12:02:11,Hou van schatjee@janevangervenx.
2012-02-04T12:02:12,@stefan_helmond alleen ben jij moeilijker te bereiken zonder tel
2012-02-04T12:02:13,RT @augustobarca: @stinoss_ jajajajaja heerlijk / swag is aan!
2012-02-04T12:02:13,RT @MorroFaya_: @angelosylvano oke teddybeer-heeeeeey =$
2012-02-04T12:02:14,Net getennist! Nu eten en tv kijken #lekker binnen
2012-02-04T12:02:15,RT @hahahahah__: RT @jjjaygoon: echte vrouw wilt hard geneukt worden « waar zijn je manieren gebleven. / hahaha
2012-02-04T12:02:19,RT @Marjoreh_: RT @_LangeMartijn: Buiten &lt; binnen - buiten
2012-02-04T12:02:22,nog een keer bij willems kijken en dan naar huis
2012-02-04T12:02:22,"RT @TwitGrap: Meisje: 'Fijne vaderdag!' Jongen: 'Uhm dankje, maar ik ben geen vader?' Meisje: 'Uhm nja, ik moet je wat vertellen...'"
2012-02-04T12:02:25,#terrible #sleep #schedule
2012-02-04T12:02:25,spongebob &lt;3
2012-02-04T12:02:26,@mrsRosaa hahaha jaja we hebben veel keus ;)
2012-02-04T12:02:27,"@jeanetkv neeehh, kwam een sneeuwschuiver door de straat! Heb jij dat weleens gezien dan? Normaal ga je 3 weken na de sneeuwbui nog onderuit"
2012-02-04T12:02:28,eeh een hele kale plek op zen hoofd http://t.co/REqVISAV
2012-02-04T12:02:32,RT @Ikbenhetmeisje: Mijn beste vrienden betekenen alles voor me. &lt;3
2012-02-04T12:02:32,Duisuddiuifuudiu &gt;:(
2012-02-04T12:02:33,@Yassa7  dus ik strat me telefoon even helemaal opnieuw op
2012-02-04T12:02:33,RT @xarralisha_: RT @iamJo_anne: RT @_Dionishax: RT @iamJo_anne: Ik hou der niet van als je der NIET verzorgt uitziet. - !!
2012-02-04T12:02:36,RT @nosop3: Vannacht was het de koudste nacht sinds 1956. In Lelystad was het ruim 20 graden ónder het vriespunt! http://t.co/5sIGkVem   ...
2012-02-04T12:02:37,@alexa3887 check in? parang hotel lang tol..
2012-02-04T12:02:43,Lieve Ullie!! &lt;3 Wat een prachtig weer.... #welkoud #brrrr http://t.co/HIqe7wVs
2012-02-04T12:02:44,Waarom is iedereen telkens weer zo verbaasd over een falende #NS? Koop een auto! Bepaal zelf of je vaststaat of niet!
2012-02-04T12:02:45,RT @Deannnx: RT @roossss_: Ik mis mn handschoenen☹ @Deannnx// ik niet :$ - hahahah nouu
2012-02-04T12:02:45,Zo de 500 meter schaatsen met @Marrit8 en #iritantbroetjeniels
2012-02-04T12:02:56,werkestraks #chillings
2012-02-04T12:02:59,"Bison apaan?""@napiand: Dia bison bukan kebo RT @Dessy_TR: Kebo lu deek""@dyahames: Test jstwkp!"""""
2012-02-04T12:03:00,Ik hoef geen chick die al 40 pikken heeft gehad..
2012-02-04T12:03:01,RT @xxEmilieex: RT @DeTienersUitNL: Je voornemen meer huiswerk te maken maar steeds weer afgeleid worden door Twitter #DeTienersUitNL
2012-02-04T12:03:01,Hahaahahhaha ik kan papa nu heel goed pesten als ik de gordijnen open doe ;z.
2012-02-04T12:03:03,RT @TOWER_Anime: 4月放送開始『Fate/Zero』2ndシーズンのOPはKalafinaが担当! タイトルは『to the beginning』、CDは4/18発売。本日のライブにて初披露! 壮大にして流麗、作品にピッタリの素晴らしい一曲です!!  #f ...
2012-02-04T12:03:03,"""@LinkDeDownie: Wie start een zoektocht naar bevroren hondendrollen?"" @Derekk_6"
2012-02-04T12:03:06,"@tylerpaigee LOL our mums, legends;) xx"
2012-02-04T12:03:08,Ohh nohh moet echt even opschieten
2012-02-04T12:03:09,"RT @TienerSMS: You are my boy, you are my friend. Maar het dringt nog niet tot je door dat jij de liefste bent? #TienerSMS"
2012-02-04T12:03:15,RT @ekaanhar: Stomache+heartache = DIE!!! (╥﹏╥)
2012-02-04T12:03:15,"Gadverdamme, sparta in de zaal.. Drama! Al 2 van rodenburg knock out, nu nog 1 met een watten neus #pret"
2012-02-04T12:03:16,Omg we hebben een roze strijkijzer http://t.co/CII9fmjv
2012-02-04T12:03:17,mama heeft dus schaatsen voor ons besteld #neewistikniet
2012-02-04T12:03:21,Haha alle leidingen op stal zijn gesprongen! #wateenramp.
2012-02-04T12:03:22,zoveel liefdee voor mijn schatjee @The_Lady_Sairan
2012-02-04T12:03:24,"RT @Mrboefje: RT @Rachellleeee @Mrboefje jij gaat vanavond toch ook yland ? - als goed is wel :)) ""okee mooiso"
2012-02-04T12:03:25,@maxievd ja laat straks maar effe weten anders 0610705350 wij gaan bij ons achter even kijken want daar ligt een grote bak met maar 20 cm
2012-02-04T12:03:30,@mohuuuuuun Thank u〜(ゝ。∂)  メープルのやつでしょ〜(^O^) めっちゃ 美味しそうだったー(*&gt; U &lt;*)
2012-02-04T12:03:31,"Wees gewoon blij met wat je hebt @chelslalala , @ikhouvankoeien"
2012-02-04T12:03:31,RT @_xItsMelissaax: @roommmy_ xd. Maar een uurtje of 2 geleden gaf die echt -11 aan ;o ; woooooo :o!
